T,player,seed,map_path,run_path,score,sec,returncode
2016,9,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=2016#player=9#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,42.31,0
2016,10,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=2016#player=10#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,44.47,0
4032,1,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=1#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,147.7,0
4032,2,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=2#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,67.61,0
4032,3,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=3#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,301,68.06,0
4032,4,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=4#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,73.68,0
4032,5,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=5#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,89.24,0
4032,6,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=6#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,301,78.06,0
4032,7,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=7#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,300,104.7,0
4032,8,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=8#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,96.01,0
4032,9,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=9#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,81.23,0
4032,10,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=4032#player=10#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,102.6,0
7056,1,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=1#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,223.4,0
7056,2,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=2#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,117.6,0
7056,3,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=3#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,118.8,0
7056,4,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=4#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,123.8,0
7056,5,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=5#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,152.9,0
7056,6,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=6#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,136.3,0
7056,7,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=7#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,300,179.6,0
7056,8,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=8#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,164.8,0
7056,9,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=9#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,139.3,0
7056,10,10057,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.json,tournament/runs/T=7056#player=10#seed=10057#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=500x500.log,400,199.9,0
2016,1,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=1#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,98.12,0
2016,2,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=2#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,35.61,0
2016,3,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=3#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,34.83,0
2016,4,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=4#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,37.88,0
2016,5,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=5#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,44.13,0
2016,6,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=6#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,42.75,0
2016,7,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=7#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,54.08,0
2016,8,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=8#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,51.33,0
2016,9,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=9#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,41.0,0
2016,10,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=2016#player=10#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,45.49,0
4032,1,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=1#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,146.0,0
4032,2,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=2#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,68.04,0
4032,3,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=3#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,68.07,0
4032,4,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=4#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,301,72.67,0
4032,5,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=5#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,87.23,0
4032,6,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=6#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,79.51,0
4032,7,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=7#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,104.1,0
4032,8,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=8#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,96.82,0
4032,9,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=9#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,82.45,0
4032,10,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=4032#player=10#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,88.89,0
7056,1,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=1#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,215.0,0
7056,2,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=2#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,118.3,0
7056,3,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=3#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,120.5,0
7056,4,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=4#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,126.4,0
7056,5,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=5#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,157.9,0
7056,6,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=6#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,140.3,0
7056,7,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=7#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,180.2,0
7056,8,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=8#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,167.0,0
7056,9,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=9#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,140.8,0
7056,10,10058,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.json,tournament/runs/T=7056#player=10#seed=10058#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=100x400.log,400,185.2,0
2016,1,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=1#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,301,98.56,0
2016,2,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=2#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,36.26,0
2016,3,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=3#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,36.13,0
2016,4,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=4#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,38.58,0
2016,5,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=5#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,45.29,0
2016,6,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=6#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,201,43.52,0
2016,7,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=7#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,56.18,0
2016,8,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=8#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,64.64,0
2016,9,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=9#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,0,40.61,0
2016,10,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=2016#player=10#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,43.63,0
4032,1,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=1#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,301,143.1,0
4032,2,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=2#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,301,69.28,0
4032,3,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=3#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,69.37,0
4032,4,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=4#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,73.48,0
4032,5,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=5#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,89.05,0
4032,6,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=6#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,80.76,0
4032,7,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=7#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,105.9,0
4032,8,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=8#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,121.9,0
4032,9,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=9#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,0,81.42,0
4032,10,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=4032#player=10#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,103.4,0
7056,1,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=1#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,301,208.6,0
7056,2,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=2#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,118.1,0
7056,3,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=3#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,122.1,0
7056,4,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=4#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,126.5,0
7056,5,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=5#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,153.5,0
7056,6,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=6#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,132.8,0
7056,7,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=7#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,300,178.8,0
7056,8,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=8#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,203.8,0
7056,9,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=9#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,0,142.7,0
7056,10,10059,tournament/maps/species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.json,tournament/runs/T=7056#player=10#seed=10059#map_path=species=4_animals=1x2_1x6_1x20_1x100_helpers=60_ark=990x990.log,400,201.2,0
2016,1,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=1#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,-1,-1,1
2016,2,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=2#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,4.484,0
2016,3,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=3#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,4.434,0
2016,4,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=4#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,4.462,0
2016,5,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=5#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,4.552,0
2016,6,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=6#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,4.451,0
2016,7,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=7#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,4.77,0
2016,8,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=8#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,4.657,0
2016,9,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=9#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,4.577,0
2016,10,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=2016#player=10#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,4.481,0
4032,1,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=1#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,-1,-1,1
4032,2,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=2#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,5.48,0
4032,3,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=3#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,5.523,0
4032,4,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=4#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,5.693,0
4032,5,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=5#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,2,5.711,0
4032,6,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=6#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,5.53,0
4032,7,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=7#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,6.057,0
4032,8,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=8#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,5.9,0
4032,9,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=9#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,5.797,0
4032,10,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=4032#player=10#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,5.733,0
7056,1,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=1#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,-1,-1,1
7056,2,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=2#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,4,6.964,0
7056,3,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=3#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,7.003,0
7056,4,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=4#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,7.089,0
7056,5,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=5#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,3,7.364,0
7056,6,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=6#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,7.295,0
7056,7,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=7#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,8.068,0
7056,8,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=8#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,0,7.738,0
7056,9,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=9#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,7.731,0
7056,10,10060,tournament/maps/species=16_animals=16x2_helpers=2_ark=500x500.json,tournament/runs/T=7056#player=10#seed=10060#map_path=species=16_animals=16x2_helpers=2_ark=500x500.log,1,7.609,0
2016,1,10061,tournament/maps/species=16_animals=16x2_helpers=2_ark=100x400.json,tournament/runs/T=2016#player=1#seed=10061#map_path=species=16_animals=16x2_helpers=2_ark=100x400.log,-1,-1,1
2016,2,10061,tournament/maps/species=16_animals=16x2_helpers=2_ark=100x400.json,tournament/runs/T=2016#player=2#seed=10061#map_path=species=16_animals=16x2_helpers=2_ark=100x400.log,0,4.486,0
2016,3,10061,tournament/maps/species=16_animals=16x2_helpers=2_ark=100x400.json,tournament/runs/T=2016#player=3#seed=10061#map_path=species=16_animals=16x2_helpers=2_ark=100x400.log,1,4.496,0
2016,4,10061,tournament/maps/species=16_animals=16x2_helpers=2_ark=100x400.json,tournament/runs/T=2016#player=4#seed=10061#map_path=species=16_animals=16x2_helpers=2_ark=100x400.log,0,4.513,0
2016,5,10061,tournament/maps/species=16_animals=16x2_helpers=2_ark=100x400.json,tournament/runs/T=2016#player=5#seed=10061#map_path=species=16_animals=16x2_helpers=2_ark=100x400.log,1,4.498,0
2016,6,10061,tournament/maps/species=16_animals=16x2_helpers=2_ark=100x400.json,tournament/runs/T=2016#player=6#seed=10061#map_path=species=16_animals=16x2_helpers=2_ark=100x400.log,0,4.475,0
